SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
MA05PF0022,08/02/2000 14:20,,0.021,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05PF0022,08/02/2000 14:20,,0.466,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05PF0022,08/02/2000 14:20,,7.87,,,10301,PH,PH,PH,P
MA05PF0022,08/02/2000 14:20,,7.16,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05PF0022,08/02/2000 14:20,,0.018,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05PF0022,08/02/2000 14:20,,0.014,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05PF0022,08/02/2000 14:20,,0.84,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
MA05PF0022,08/02/2000 14:20,,1.6,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
MA05PF0022,08/02/2000 14:20,,0.0002,,,100254,MG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
MA05PF0022,08/02/2000 14:20,,0.0001,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
MA05PF0022,08/02/2000 14:20,,2.45,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
MA05PF0022,08/02/2000 14:20,,106,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
MA05PF0022,08/02/2000 14:20,,0.024,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
MA05PF0022,08/02/2000 14:20,,0.0261,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
MA05PF0022,08/02/2000 14:20,,5.9,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
MA05PF0022,08/02/2000 14:20,,2.9,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
MA05PF0022,08/02/2000 14:20,,4.33,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
MA05PF0022,08/02/2000 14:20,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
MA05PF0022,08/02/2000 14:20,,0.0006,,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
MA05PF0022,08/02/2000 14:20,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
MA05PF0022,08/02/2000 14:20,,0.0006,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
MA05PF0022,07/03/2000 13:30,,44.8,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
MA05PF0022,07/03/2000 13:30,,0.01,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
MA05PF0022,07/03/2000 13:30,,13.7,,,100431,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
MA05PF0022,07/03/2000 13:30,,9.21,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
MA05PF0022,07/03/2000 13:30,,0.135,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
MA05PF0022,07/03/2000 13:30,,1.78,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
MA05PF0022,07/03/2000 13:30,,25,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
MA05PF0022,07/03/2000 13:30,,103.3,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
MA05PF0022,07/03/2000 13:30,,0.082,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05PF0022,07/03/2000 13:30,,0.06,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05PF0022,07/03/2000 13:30,,3.92,,,100432,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
MA05PF0022,07/03/2000 13:30,,0.019,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05PF0022,07/03/2000 13:30,,0.48,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05PF0022,07/03/2000 13:30,,7.75,,,10301,PH,PH,PH,P
MA05PF0022,07/03/2000 13:30,,7.32,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05PF0022,07/03/2000 13:30,,0.021,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05PF0022,07/03/2000 13:30,,0.014,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05PF0022,07/03/2000 13:30,,0.85,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
MA05PF0022,07/03/2000 13:30,,1.2,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
MA05PF0022,07/03/2000 13:30,,2.83,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
MA05PF0022,07/03/2000 13:30,,107,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
MA05PF0022,07/03/2000 13:30,,5,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
MA05PF0022,07/03/2000 13:30,,3.4,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
MA05PF0022,07/03/2000 13:30,,4.09,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
MA05PF0022,04/04/2000 14:10,,43.4,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
MA05PF0022,04/04/2000 14:10,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.178,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.009,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0004,,,100253,MG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.031,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0112,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
MA05PF0022,04/04/2000 14:10,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,<,0.05,0.05,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.09,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
MA05PF0022,04/04/2000 14:10,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,<,0.0001,0.0001,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
MA05PF0022,04/04/2000 14:10,,13.1,,,20103,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
MA05PF0022,04/04/2000 14:10,,9.7,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.292,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
MA05PF0022,04/04/2000 14:10,,1.56,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
MA05PF0022,04/04/2000 14:10,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0004,,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.001,,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0002,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
MA05PF0022,04/04/2000 14:10,,25,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
MA05PF0022,04/04/2000 14:10,,102.6,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
MA05PF0022,04/04/2000 14:10,,0.002,,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0014,,,100222,MG/L,COPPER TOTAL,CUIVRE TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.082,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.08,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.004,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.214,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
MA05PF0022,04/04/2000 14:10,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
MA05PF0022,04/04/2000 14:10,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.053,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0014,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
MA05PF0022,04/04/2000 14:10,,3.73,,,12102,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
MA05PF0022,04/04/2000 14:10,,0.044,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0085,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.003,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0002,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.003,,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0007,,,100227,MG/L,NICKEL TOTAL,NICKEL TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.051,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05PF0022,04/04/2000 14:10,,0.442,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05PF0022,04/04/2000 14:10,,7.57,,,10301,PH,PH,PH,P
MA05PF0022,04/04/2000 14:10,,7.6,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05PF0022,04/04/2000 14:10,,0.019,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.01,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.86,,,100499,MG/L,"POTASSIUM, FILTERED","POTASSIUM, FILTRÉ",P
MA05PF0022,04/04/2000 14:10,,2,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
MA05PF0022,04/04/2000 14:10,,0.0001,,,100254,MG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0001,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
MA05PF0022,04/04/2000 14:10,,2.58,,,100500,MG/L,"SODIUM, FILTERED","SODIUM, FILTRÉ",P
MA05PF0022,04/04/2000 14:10,,106,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
MA05PF0022,04/04/2000 14:10,,0.292,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0253,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
MA05PF0022,04/04/2000 14:10,,5.8,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
MA05PF0022,04/04/2000 14:10,,3.7,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
MA05PF0022,04/04/2000 14:10,,4.21,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
MA05PF0022,04/04/2000 14:10,,0.001,,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0007,,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
MA05PF0022,04/04/2000 14:10,,0.003,,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
MA05PF0022,04/04/2000 14:10,,0.0009,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
MA05PF0022,02/05/2000 12:35,,43.1,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
MA05PF0022,02/05/2000 12:35,,0.013,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
MA05PF0022,02/05/2000 12:35,,12.7,,,20103,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
MA05PF0022,02/05/2000 12:35,,9.1,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
MA05PF0022,02/05/2000 12:35,,0.385,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
MA05PF0022,02/05/2000 12:35,,1.57,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
MA05PF0022,02/05/2000 12:35,,25,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
MA05PF0022,02/05/2000 12:35,,97.4,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
MA05PF0022,02/05/2000 12:35,<,0.01,0.01,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05PF0022,02/05/2000 12:35,,0.05,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05PF0022,02/05/2000 12:35,,3.55,,,12102,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
MA05PF0022,02/05/2000 12:35,,0.058,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05PF0022,02/05/2000 12:35,,0.368,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05PF0022,02/05/2000 12:35,,7.73,,,10301,PH,PH,PH,P
MA05PF0022,02/05/2000 12:35,,7.8,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05PF0022,02/05/2000 12:35,,0.019,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05PF0022,02/05/2000 12:35,,0.007,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05PF0022,02/05/2000 12:35,,0.85,,,100499,MG/L,"POTASSIUM, FILTERED","POTASSIUM, FILTRÉ",P
MA05PF0022,02/05/2000 12:35,,4,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
MA05PF0022,02/05/2000 12:35,,2.47,,,100500,MG/L,"SODIUM, FILTERED","SODIUM, FILTRÉ",P
MA05PF0022,02/05/2000 12:35,,107,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
MA05PF0022,02/05/2000 12:35,,5,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
MA05PF0022,02/05/2000 12:35,,3.5,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
MA05PF0022,02/05/2000 12:35,,5.16,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
MA05PF0022,06/06/2000 12:35,,42.1,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
MA05PF0022,06/06/2000 12:35,,0.008,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
MA05PF0022,06/06/2000 12:35,,13,,,20103,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
MA05PF0022,06/06/2000 12:35,,9.17,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
MA05PF0022,06/06/2000 12:35,,0.408,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
MA05PF0022,06/06/2000 12:35,,1.62,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
MA05PF0022,06/06/2000 12:35,,25,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
MA05PF0022,06/06/2000 12:35,,96.9,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
MA05PF0022,06/06/2000 12:35,,0.025,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05PF0022,06/06/2000 12:35,,0.05,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05PF0022,06/06/2000 12:35,,3.58,,,12102,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
MA05PF0022,06/06/2000 12:35,,0.071,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05PF0022,06/06/2000 12:35,,0.315,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05PF0022,06/06/2000 12:35,,7.76,,,10301,PH,PH,PH,P
MA05PF0022,06/06/2000 12:35,,7.5,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05PF0022,06/06/2000 12:35,,0.018,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05PF0022,06/06/2000 12:35,,0.008,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05PF0022,06/06/2000 12:35,,0.83,,,100499,MG/L,"POTASSIUM, FILTERED","POTASSIUM, FILTRÉ",P
